Machine_ID,Health_Score,Status,Failure_Probability,RUL,Recommendation
M972,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M973,62.1,Warning ,0.1,7 days,✓ Inspect tool wear
M974,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M975,59.2,Warning ,0.0,7 days,✓ Inspect tool wear
M976,59.4,Warning ,0.1,7 days,✓ Inspect tool wear
M977,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M978,45.5,Poor ,27.9,2-3 days,✓ Inspect tool wear
M979,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M980,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M981,63.2,Warning ,0.1,7 days,✓ Inspect tool wear
M982,59.6,Warning ,0.1,7 days,✓ Inspect tool wear
M983,68.2,Warning ,0.0,7 days,✓ Inspect tool wear
M984,62.7,Warning ,0.5,7 days,✓ Inspect tool wear
M985,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M986,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M987,10.8,Critical ,96.0,Critical,✓ Inspect tool wear
M988,60.3,Warning ,0.2,7 days,✓ Inspect tool wear
M989,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M990,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M991,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M992,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M993,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M994,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M995,50.3,Warning ,17.4,7 days,✓ Inspect tool wear
M996,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M997,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M998,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M999,78.4,Good ,0.2,14 days,✓ Continue monitoring normally
M1000,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1001,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1002,63.4,Warning ,0.5,7 days,✓ Inspect tool wear
M1003,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1004,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1005,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1006,59.6,Warning ,1.0,7 days,✓ Inspect tool wear
M1007,64.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1008,63.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1009,73.3,Warning ,0.0,14 days,✓ Inspect tool wear
M1010,71.6,Warning ,0.1,14 days,✓ Inspect tool wear
M1011,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1012,59.4,Warning ,0.2,7 days,✓ Inspect tool wear
M1013,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1014,68.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1015,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1016,61.9,Warning ,0.1,7 days,✓ Inspect tool wear
M1017,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1018,62.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1019,60.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1020,13.9,Critical ,99.5,Critical,✓ Inspect tool wear
M1021,20.0,Critical ,78.0,Critical,✓ Inspect tool wear
M1022,62.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1023,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1024,61.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1025,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1026,63.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1027,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1028,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1029,63.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1030,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1031,71.4,Warning ,0.2,14 days,✓ Inspect tool wear
M1032,16.9,Critical ,99.9,Critical,✓ Inspect tool wear
M1033,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1034,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1035,62.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1036,64.0,Warning ,0.2,7 days,✓ Inspect tool wear
M1037,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1038,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1039,64.2,Warning ,0.3,7 days,✓ Inspect tool wear
M1040,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1041,52.9,Warning ,15.7,7 days,✓ Inspect tool wear
M1042,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1043,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1044,65.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1045,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1046,59.7,Warning ,0.2,7 days,✓ Inspect tool wear
M1047,61.6,Warning ,0.2,7 days,✓ Inspect tool wear
M1048,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1049,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1050,68.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1051,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1052,68.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1053,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1054,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1055,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1056,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1057,60.0,Warning ,0.2,7 days,✓ Inspect tool wear
M1058,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1059,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1060,64.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1061,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1062,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1063,78.8,Good ,0.0,14 days,✓ Continue monitoring normally
M1064,18.1,Critical ,99.9,Critical,✓ Inspect tool wear
M1065,66.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1066,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1067,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1068,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1069,75.9,Good ,0.1,14 days,✓ Inspect tool wear
M1070,11.3,Critical ,95.1,Critical,✓ Inspect tool wear
M1071,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1072,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1073,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1074,59.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1075,63.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1076,56.2,Warning ,3.3,7 days,✓ Inspect tool wear
M1077,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1078,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1079,66.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1080,77.3,Good ,0.0,14 days,✓ Continue monitoring normally
M1081,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1082,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1083,56.3,Warning ,5.0,7 days,✓ Inspect tool wear
M1084,66.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1085,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1086,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1087,73.2,Warning ,0.0,14 days,✓ Inspect tool wear
M1088,72.1,Warning ,0.1,14 days,✓ Inspect tool wear
M1089,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1090,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1091,67.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1092,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1093,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1094,62.8,Warning ,0.2,7 days,✓ Inspect tool wear
M1095,65.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1096,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1097,66.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1098,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1099,36.0,Poor ,45.0,2-3 days,✓ Inspect tool wear
M1100,61.4,Warning ,0.2,7 days,✓ Inspect tool wear
M1101,75.2,Good ,0.0,14 days,✓ Inspect tool wear
M1102,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1103,62.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1104,60.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1105,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1106,60.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1107,61.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1108,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1109,67.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1110,82.8,Good ,0.8,14 days,✓ Continue monitoring normally
M1111,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1112,64.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1113,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1114,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1115,60.6,Warning ,0.3,7 days,✓ Inspect tool wear
M1116,64.3,Warning ,0.6,7 days,✓ Inspect tool wear
M1117,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1118,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1119,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1120,73.8,Warning ,0.0,14 days,✓ Inspect tool wear
M1121,60.0,Warning ,1.0,7 days,✓ Inspect tool wear
M1122,70.8,Warning ,0.0,14 days,✓ Inspect tool wear
M1123,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1124,70.4,Warning ,0.0,14 days,✓ Inspect tool wear
M1125,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1126,65.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1127,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1128,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1129,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1130,66.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1131,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1132,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1133,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1134,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1135,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1136,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1137,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1138,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1139,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1140,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1141,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1142,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1143,67.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1144,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1145,61.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1146,8.6,Critical ,99.6,Critical,✓ Inspect tool wear
M1147,67.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1148,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1149,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1150,56.8,Warning ,3.9,7 days,✓ Inspect tool wear
M1151,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1152,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1153,60.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1154,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1155,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1156,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1157,58.5,Warning ,0.8,7 days,✓ Inspect tool wear
M1158,60.2,Warning ,0.2,7 days,✓ Inspect tool wear
M1159,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1160,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1161,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1162,76.2,Good ,0.7,14 days,✓ Continue monitoring normally
M1163,61.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1164,62.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1165,53.7,Warning ,17.4,7 days,✓ Inspect tool wear
M1166,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1167,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1168,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1169,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1170,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1171,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1172,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1173,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1174,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1175,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1176,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1177,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1178,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1179,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1180,71.9,Warning ,0.0,14 days,✓ Inspect tool wear
M1181,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1182,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1183,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1184,65.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1185,61.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1186,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1187,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1188,63.5,Warning ,0.2,7 days,✓ Inspect tool wear
M1189,13.6,Critical ,99.9,Critical,✓ Inspect tool wear
M1190,61.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1191,65.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1192,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1193,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1194,64.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1195,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1196,60.2,Warning ,0.8,7 days,✓ Inspect tool wear
M1197,64.4,Warning ,0.2,7 days,✓ Inspect tool wear
M1198,59.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1199,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1200,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1201,59.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1202,65.3,Warning ,0.2,7 days,✓ Inspect tool wear
M1203,63.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1204,56.3,Warning ,5.6,7 days,✓ Inspect tool wear
M1205,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1206,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1207,62.2,Warning ,0.4,7 days,✓ Inspect tool wear
M1208,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1209,66.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1210,80.5,Good ,0.0,14 days,✓ Continue monitoring normally
M1211,64.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1212,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1213,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1214,70.4,Warning ,0.0,14 days,✓ Inspect tool wear
M1215,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1216,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1217,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1218,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1219,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1220,58.0,Warning ,1.4,7 days,✓ Inspect tool wear
M1221,80.2,Good ,0.0,14 days,✓ Continue monitoring normally
M1222,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1223,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1224,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1225,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1226,62.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1227,63.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1228,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1229,63.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1230,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1231,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1232,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1233,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1234,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1235,59.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1236,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1237,70.1,Warning ,0.0,14 days,✓ Inspect tool wear
M1238,62.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1239,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1240,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1241,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1242,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1243,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1244,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1245,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1246,56.2,Warning ,9.0,7 days,✓ Inspect tool wear
M1247,69.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1248,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1249,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1250,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1251,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1252,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1253,59.8,Warning ,0.2,7 days,✓ Inspect tool wear
M1254,60.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1255,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1256,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1257,77.5,Good ,0.0,14 days,✓ Continue monitoring normally
M1258,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1259,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1260,71.2,Warning ,0.0,14 days,✓ Inspect tool wear
M1261,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1262,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1263,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1264,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1265,60.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1266,59.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1267,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1268,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1269,60.0,Warning ,1.3,7 days,✓ Inspect tool wear
M1270,59.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1271,59.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1272,58.2,Warning ,0.7,7 days,✓ Inspect tool wear
M1273,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1274,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1275,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1276,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1277,58.7,Warning ,0.2,7 days,✓ Inspect tool wear
M1278,59.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1279,15.3,Critical ,100.0,Critical,✓ Inspect tool wear
M1280,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1281,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1282,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1283,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1284,73.9,Warning ,0.0,14 days,✓ Inspect tool wear
M1285,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1286,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1287,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1288,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1289,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1290,13.1,Critical ,100.0,Critical,✓ Inspect tool wear
M1291,43.9,Poor ,29.6,2-3 days,✓ Inspect tool wear
M1292,58.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1293,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1294,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1295,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1296,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1297,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1298,64.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1299,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1300,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1301,60.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1302,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1303,63.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1304,66.6,Warning ,0.3,7 days,✓ Inspect tool wear
M1305,64.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1306,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1307,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1308,67.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1309,61.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1310,67.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1311,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1312,61.3,Warning ,0.2,7 days,✓ Inspect tool wear
M1313,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1314,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1315,23.9,Critical ,69.0,Critical,✓ Inspect tool wear
M1316,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1317,9.7,Critical ,98.1,Critical,✓ Inspect tool wear
M1318,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1319,60.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1320,66.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1321,65.5,Warning ,0.2,7 days,✓ Inspect tool wear
M1322,54.4,Warning ,9.1,7 days,✓ Inspect tool wear
M1323,60.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1324,79.4,Good ,0.0,14 days,✓ Continue monitoring normally
M1325,56.7,Warning ,2.5,7 days,✓ Inspect tool wear
M1326,11.8,Critical ,98.5,Critical,✓ Inspect tool wear
M1327,72.8,Warning ,0.0,14 days,✓ Inspect tool wear
M1328,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1329,12.8,Critical ,99.5,Critical,✓ Inspect tool wear
M1330,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1331,74.0,Warning ,0.0,14 days,✓ Inspect tool wear
M1332,74.5,Warning ,0.0,14 days,✓ Inspect tool wear
M1333,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1334,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1335,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1336,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1337,58.1,Warning ,0.8,7 days,✓ Inspect tool wear
M1338,62.5,Warning ,0.3,7 days,✓ Inspect tool wear
M1339,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1340,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1341,58.5,Warning ,0.3,7 days,✓ Inspect tool wear
M1342,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1343,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1344,63.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1345,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1346,63.8,Warning ,0.2,7 days,✓ Inspect tool wear
M1347,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1348,63.7,Warning ,0.3,7 days,✓ Inspect tool wear
M1349,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1350,12.6,Critical ,92.6,Critical,✓ Inspect tool wear
M1351,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1352,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1353,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1354,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1355,56.2,Warning ,9.0,7 days,✓ Inspect tool wear
M1356,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1357,62.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1358,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1359,60.8,Warning ,0.3,7 days,✓ Inspect tool wear
M1360,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1361,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1362,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1363,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1364,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1365,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1366,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1367,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1368,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1369,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1370,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1371,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1372,13.4,Critical ,100.0,Critical,✓ Inspect tool wear
M1373,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1374,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1375,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1376,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1377,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1378,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1379,61.6,Warning ,0.9,7 days,✓ Inspect tool wear
M1380,63.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1381,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1382,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1383,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1384,62.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1385,60.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1386,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1387,59.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1388,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1389,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1390,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1391,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1392,19.7,Critical ,78.4,Critical,✓ Inspect tool wear
M1393,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1394,56.5,Warning ,5.2,7 days,✓ Inspect tool wear
