timestamp,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,shift,production_load,power_quality_index,maintenance_window,operator_experience
2025-05-31 18:00:00,3619,L50798,L,301.9,311.1,1448,46.3,14,0,No Failure,Evening,0.9183705548574009,1.6939514005189311,0,2
2025-05-31 19:00:00,3620,L50799,L,301.9,311.2,1435,44.2,16,0,No Failure,Evening,0.6700492560521413,0.5663137790728272,0,1
2025-05-31 20:00:00,3621,H33034,H,301.9,311.2,1474,41.8,18,0,No Failure,Evening,0.8691058457649867,2.1663448375195196,0,2
2025-05-31 21:00:00,3622,L50801,L,301.9,311.2,1657,29.1,23,0,No Failure,Evening,0.6882017053742588,-2.0586607444805036,0,2
2025-05-31 22:00:00,3623,L50802,L,302.0,311.3,1509,39.9,25,0,No Failure,Evening,0.6872830138208689,-0.372750278738175,0,5
2025-05-31 23:00:00,3624,M18483,M,302.0,311.3,1530,36.4,27,0,No Failure,Evening,0.9496287093220741,-0.0656322963584598,0,4
2025-06-01 00:00:00,3625,M18484,M,302.0,311.4,1587,35.9,30,0,No Failure,Night,0.699867581096092,0.030284977132610136,0,4
2025-06-01 01:00:00,3626,M18485,M,302.1,311.4,1467,43.4,33,0,No Failure,Night,0.7052989386072045,1.1862629511858955,0,2
2025-06-01 02:00:00,3627,M18486,M,302.2,311.5,1360,53.0,36,0,No Failure,Night,0.6002613563045198,1.1400378030539018,0,3
2025-06-01 03:00:00,3628,L50807,L,302.2,311.5,1588,30.6,39,0,No Failure,Night,0.9482676136502071,1.243990572175008,0,3
2025-06-01 04:00:00,3629,L50808,L,302.2,311.4,1609,32.1,41,0,No Failure,Night,0.9170379252836539,1.4460814941324869,0,1
2025-06-01 05:00:00,3630,L50809,L,302.1,311.3,1415,44.1,43,0,No Failure,Night,0.8509315740362712,-0.10010456914564936,0,1
2025-06-01 06:00:00,3631,L50810,L,302.0,311.2,1845,27.3,45,0,No Failure,Night,0.900106305575537,-0.36817606680731896,0,5
2025-06-01 07:00:00,3632,M18491,M,302.1,311.4,1419,36.2,47,0,No Failure,Night,0.6608194269697967,1.2463196820078628,0,2
2025-06-01 08:00:00,3633,L50812,L,302.1,311.3,1634,30.6,50,0,No Failure,Morning,0.7833294378350302,0.2197679263535609,0,1
2025-06-01 09:00:00,3634,M18493,M,302.2,311.3,1521,40.6,52,0,No Failure,Morning,0.7404877549395124,-0.7204750453679706,0,1
2025-06-01 10:00:00,3635,L50814,L,302.2,311.4,1499,37.7,55,0,No Failure,Morning,0.6375106105028066,1.8213442845414813,0,2
2025-06-01 11:00:00,3636,M18495,M,302.1,311.2,1616,35.1,57,0,No Failure,Morning,0.7944521940859697,2.2451019065022977,0,5
2025-06-01 12:00:00,3637,L50816,L,302.2,311.4,1449,46.5,60,0,No Failure,Morning,0.9682958601370542,2.4071608896986594,0,1
2025-06-01 13:00:00,3638,M18497,M,302.2,311.4,1626,31.6,62,0,No Failure,Morning,0.6160236476202777,1.0370077214747202,0,5
2025-06-01 14:00:00,3639,M18498,M,302.3,311.5,1445,44.8,65,0,No Failure,Morning,0.7165843653975176,1.4759320959729025,0,4
2025-06-01 15:00:00,3640,L50819,L,302.4,311.6,1622,35.0,68,0,No Failure,Morning,0.6830163744822814,2.2198682233619107,0,5
2025-06-01 16:00:00,3641,H33054,H,302.4,311.6,1544,39.1,70,0,No Failure,Evening,0.6952586614662786,0.2085842099765658,0,3
2025-06-01 17:00:00,3642,L50821,L,302.3,311.6,1488,41.8,75,0,No Failure,Evening,0.9633738207517502,1.960677684054092,0,3
2025-06-01 18:00:00,3643,L50822,L,302.3,311.6,1309,57.6,77,0,No Failure,Evening,0.7872276216937161,1.1253962341432087,0,5
2025-06-01 19:00:00,3644,L50823,L,302.3,311.6,1784,26.4,79,0,No Failure,Evening,0.7865197651759275,1.7637116523425909,0,3
2025-06-01 20:00:00,3645,L50824,L,302.2,311.5,1548,32.4,81,0,No Failure,Evening,0.9042302569821129,1.0360930208759354,0,4
2025-06-01 21:00:00,3646,L50825,L,302.2,311.5,1413,43.5,83,0,No Failure,Evening,0.6617968816019703,2.146256709748002,0,2
2025-06-01 22:00:00,3647,M18506,M,302.2,311.5,1863,25.7,85,0,No Failure,Evening,0.7949061416400203,1.0735237625415368,0,3
2025-06-01 23:00:00,3648,L50827,L,302.2,311.5,1427,43.8,88,0,No Failure,Evening,0.7719940856484239,-0.6339790594674176,0,3
2025-06-02 00:00:00,3649,M18508,M,302.2,311.5,1443,47.0,90,0,No Failure,Night,0.8387642762186625,2.301926632314722,0,5
2025-06-02 01:00:00,3650,L50829,L,302.2,311.5,1481,40.4,93,0,No Failure,Night,0.9998230813001754,-0.097530740972112,0,4
2025-06-02 02:00:00,3651,L50830,L,302.1,311.4,1446,39.7,95,0,No Failure,Night,0.9077795576328188,2.103058210243914,0,2
2025-06-02 03:00:00,3652,L50831,L,302.1,311.5,1444,44.9,97,0,No Failure,Night,0.7591462812069709,0.759757118559678,0,5
2025-06-02 04:00:00,3653,M18512,M,302.1,311.5,1341,50.8,99,0,No Failure,Night,0.9310212209096188,2.0260109851977064,0,5
2025-06-02 05:00:00,3654,L50833,L,302.1,311.4,1518,37.4,102,0,No Failure,Night,0.668283345324992,1.984768614866765,0,4
2025-06-02 06:00:00,3655,L50834,L,302.1,311.4,1603,35.9,104,0,No Failure,Night,0.6121854745235841,1.2801429743153712,0,2
2025-06-02 07:00:00,3656,L50835,L,302.1,311.4,1686,30.9,106,0,No Failure,Night,0.6817793489857092,1.3585353176271306,0,4
2025-06-02 08:00:00,3657,M18516,M,302.1,311.5,1383,53.6,108,0,No Failure,Morning,0.7361646224457039,1.272628617192566,0,2
2025-06-02 09:00:00,3658,L50837,L,302.1,311.5,1477,45.4,111,0,No Failure,Morning,0.804232302983824,-1.1638247562810777,0,4
2025-06-02 10:00:00,3659,M18518,M,302.2,311.5,1449,44.5,113,0,No Failure,Morning,0.8460516562164799,0.9683302188982021,0,5
2025-06-02 11:00:00,3660,M18519,M,302.2,311.5,1734,25.0,116,0,No Failure,Morning,0.9642422868857687,-0.26606417607189503,0,5
2025-06-02 12:00:00,3661,L50840,L,302.3,311.6,1398,49.1,119,0,No Failure,Morning,0.8039416038201831,1.021187143745663,0,1
2025-06-02 13:00:00,3662,M18521,M,302.3,311.7,1639,36.6,121,0,No Failure,Morning,0.8005102578502917,-0.2929425463832155,1,3
2025-06-02 14:00:00,3663,M18522,M,302.3,311.7,1517,37.6,124,0,No Failure,Morning,0.6200972039291929,-0.33495194122607497,1,4
2025-06-02 15:00:00,3664,M18523,M,302.3,311.7,1442,41.7,127,0,No Failure,Morning,0.6139646210624895,2.4549345017539017,1,1
2025-06-02 16:00:00,3665,M18524,M,302.3,311.7,1685,30.8,130,0,No Failure,Evening,0.8204639847665488,1.9194473881241896,1,3
2025-06-02 17:00:00,3666,M18525,M,302.4,311.8,1358,50.6,133,0,No Failure,Evening,0.7752714452993378,0.8458574150558456,1,4
2025-06-02 18:00:00,3667,M18526,M,302.3,311.6,1608,39.9,136,0,No Failure,Evening,0.9356721579921194,1.0347686502490239,1,2
2025-06-02 19:00:00,3668,L50847,L,302.3,311.6,1665,34.3,139,0,No Failure,Evening,0.6642718338847381,0.6020839742569911,1,3
2025-06-02 20:00:00,3669,L50848,L,302.3,311.7,1510,38.7,141,0,No Failure,Evening,0.6099886648468198,1.419876375979523,1,5
2025-06-02 21:00:00,3670,L50849,L,302.4,311.8,1465,40.2,143,0,No Failure,Evening,0.7796155071720503,0.17394563345119507,1,1
2025-06-02 22:00:00,3671,L50850,L,302.3,311.7,1701,27.5,145,0,No Failure,Evening,0.694991422700903,1.8437402628679573,1,3
2025-06-02 23:00:00,3672,M18531,M,302.3,311.7,1486,39.6,147,0,No Failure,Evening,0.6198457493355349,0.5969131589858891,1,3
2025-06-03 00:00:00,3673,L50852,L,302.3,311.6,1658,32.3,150,0,No Failure,Night,0.8898393147390515,0.43015300416877106,1,5
2025-06-03 01:00:00,3674,H33087,H,302.3,311.7,1449,44.5,152,0,No Failure,Night,0.6446371999828989,0.8717130184848427,1,4
2025-06-03 02:00:00,3675,L50854,L,302.2,311.5,1346,52.4,157,0,No Failure,Night,0.8433278000031087,0.25885317007438946,1,2
2025-06-03 03:00:00,3676,M18535,M,302.1,311.5,1866,23.1,159,0,No Failure,Night,0.7124199000667557,1.1786823494964829,1,5
2025-06-03 04:00:00,3677,M18536,M,302.2,311.5,1562,38.0,162,0,No Failure,Night,0.6693984201420088,0.3126374106866002,1,2
2025-06-03 05:00:00,3678,M18537,M,302.3,311.7,1368,53.6,165,0,No Failure,Night,0.7519006091677269,1.318523602818836,1,4
2025-06-03 06:00:00,3679,L50858,L,302.2,311.5,1567,33.1,168,0,No Failure,Night,0.9205783104891815,2.0660065389114766,1,3
2025-06-03 07:00:00,3680,L50859,L,302.2,311.5,1725,34.0,170,0,No Failure,Night,0.7568374307618291,0.13067831319182632,1,2
2025-06-03 08:00:00,3681,L50860,L,302.2,311.5,1744,31.2,172,0,No Failure,Morning,0.9003078596844223,0.7194245427048287,1,1
2025-06-03 09:00:00,3682,M18541,M,302.1,311.3,1453,45.1,174,0,No Failure,Morning,0.6501945187196603,1.3113307130354217,1,1
2025-06-03 10:00:00,3683,L50862,L,302.1,311.2,1550,34.8,177,0,No Failure,Morning,0.9091085678660317,0.4141426450185931,1,5
2025-06-03 11:00:00,3684,M18543,M,302.0,311.2,1558,39.1,179,0,No Failure,Morning,0.6947733299626595,1.314320560826665,1,4
2025-06-03 12:00:00,3685,L50864,L,302.0,311.2,1270,65.3,182,1,Overstrain Failure,Morning,0.8709572519555491,1.40539886065174,1,5
2025-06-03 13:00:00,3686,M18545,M,301.9,311.1,1380,51.6,184,0,No Failure,Morning,0.8263126219363985,1.9332617762943038,1,5
2025-06-03 14:00:00,3687,L50866,L,302.0,311.1,1406,50.5,187,0,No Failure,Morning,0.9716578868846749,0.24400995391508806,1,5
2025-06-03 15:00:00,3688,M18547,M,302.0,311.2,1625,30.7,189,0,No Failure,Morning,0.7549290071901256,-0.09277524023047456,1,1
2025-06-03 16:00:00,3689,L50868,L,302.0,311.2,1420,45.8,192,0,No Failure,Evening,0.6264660755337762,0.5424226104362562,1,1
2025-06-03 17:00:00,3690,L50869,L,302.1,311.4,1889,22.7,194,0,No Failure,Evening,0.6076621942205012,-0.11775233954709996,1,5
2025-06-03 18:00:00,3691,L50870,L,302.1,311.3,1477,43.6,196,0,No Failure,Evening,0.9307434243891013,1.4144982040474972,1,1
2025-06-03 19:00:00,3692,L50871,L,302.1,311.2,1460,46.9,198,0,No Failure,Evening,0.8098942550645729,-0.3117513001764113,1,4
2025-06-03 20:00:00,3693,L50872,L,302.1,311.3,1758,24.4,200,0,No Failure,Evening,0.9100976207339797,3.1830164182526883,1,5
2025-06-03 21:00:00,3694,L50873,L,302.1,311.3,1521,31.5,202,0,No Failure,Evening,0.6937702400046059,2.1459278615737505,1,1
2025-06-03 22:00:00,3695,M18554,M,302.1,311.3,1511,45.0,204,0,No Failure,Evening,0.7380334982052935,0.8625757696003142,1,2
2025-06-03 23:00:00,3696,L50875,L,302.2,311.3,1530,37.3,207,1,Tool Wear Failure,Evening,0.6120415488845276,1.7173944929979759,1,5
2025-06-04 00:00:00,3697,L50876,L,302.1,311.2,1454,46.8,0,0,No Failure,Night,0.9845969298296449,-0.7868018643107916,0,5
2025-06-04 01:00:00,3698,L50877,L,302.2,311.2,1928,23.1,2,0,No Failure,Night,0.8671471626803253,3.373373331399558,0,4
2025-06-04 02:00:00,3699,H33112,H,302.2,311.3,1758,26.4,4,0,No Failure,Night,0.9732820351037225,0.25978538779951044,0,3
2025-06-04 03:00:00,3700,L50879,L,302.2,311.2,1649,33.2,9,0,No Failure,Night,0.706198562971629,0.7295025861006404,0,3
2025-06-04 04:00:00,3701,L50880,L,302.1,311.2,1447,50.3,11,0,No Failure,Night,0.8445854444902643,-1.0059332871884368,0,4
2025-06-04 05:00:00,3702,L50881,L,302.1,311.2,1417,48.0,13,0,No Failure,Night,0.871399987317055,1.3362873047408947,0,4
2025-06-04 06:00:00,3703,L50882,L,302.0,311.2,1434,44.9,15,0,No Failure,Night,0.7270198801030354,-0.2563441570771089,0,4
2025-06-04 07:00:00,3704,M18563,M,302.0,311.2,1418,49.5,17,0,No Failure,Night,0.9392436940062521,0.9516557615660292,0,3
2025-06-04 08:00:00,3705,M18564,M,302.0,311.2,1400,49.5,20,0,No Failure,Morning,0.9788645851600991,0.30572556707546183,0,4
2025-06-04 09:00:00,3706,M18565,M,302.0,311.3,1725,27.7,23,0,No Failure,Morning,0.9539420470784017,-0.2277439349303435,0,1
2025-06-04 10:00:00,3707,L50886,L,302.0,311.3,1567,41.1,26,0,No Failure,Morning,0.895626790375749,0.04563849823738286,0,5
2025-06-04 11:00:00,3708,M18567,M,302.1,311.3,1497,38.4,28,0,No Failure,Morning,0.7109858718899816,1.0757880340855213,0,5
2025-06-04 12:00:00,3709,L50888,L,302.1,311.4,1549,44.6,31,0,No Failure,Morning,0.7126464168422527,-0.43149097286882443,0,2
2025-06-04 13:00:00,3710,L50889,L,302.2,311.4,1754,26.9,33,0,No Failure,Morning,0.9853441281784152,0.10118832897642294,0,2
2025-06-04 14:00:00,3711,L50890,L,302.2,311.5,1489,38.3,35,0,No Failure,Morning,0.6041137983742768,1.5132733812644779,0,5
2025-06-04 15:00:00,3712,L50891,L,302.2,311.5,1543,38.5,37,0,No Failure,Morning,0.8864199892968578,3.4524798748743133,0,1
2025-06-04 16:00:00,3713,L50892,L,302.3,311.5,1543,33.1,39,0,No Failure,Evening,0.8824984650221048,1.3275888195530048,0,3
2025-06-04 17:00:00,3714,L50893,L,302.3,311.5,1565,35.6,41,0,No Failure,Evening,0.849075816379919,-0.06726164217728747,0,3
2025-06-04 18:00:00,3715,M18574,M,302.3,311.4,1855,23.9,43,0,No Failure,Evening,0.9960435384347464,0.48288582992768897,0,1
2025-06-04 19:00:00,3716,M18575,M,302.4,311.4,1475,45.2,46,0,No Failure,Evening,0.7247517743054901,0.8815890061525783,0,3
2025-06-04 20:00:00,3717,L50896,L,302.3,311.4,1609,32.3,49,0,No Failure,Evening,0.7359887455172993,0.5005750493642926,0,4
2025-06-04 21:00:00,3718,H33131,H,302.3,311.4,1443,44.1,51,0,No Failure,Evening,0.6315757611786222,1.753058166736933,0,5
2025-06-04 22:00:00,3719,L50898,L,302.4,311.4,1450,44.1,56,0,No Failure,Evening,0.777119254617495,1.0674734830142245,0,5
2025-06-04 23:00:00,3720,L50899,L,302.4,311.5,1590,39.9,58,0,No Failure,Evening,0.7044194104939392,1.7578523849098702,0,1
2025-06-05 00:00:00,3721,M18580,M,302.4,311.4,1508,41.2,60,0,No Failure,Night,0.7373546808710577,0.5355562097023706,0,3
2025-06-05 01:00:00,3722,M18581,M,302.2,311.2,1544,43.6,63,0,No Failure,Night,0.933828716102251,2.1755002197212567,0,2
2025-06-05 02:00:00,3723,L50902,L,302.2,311.2,1451,41.8,66,0,No Failure,Night,0.9741938054109983,0.6835144157184541,0,2
2025-06-05 03:00:00,3724,L50903,L,302.3,311.2,1758,24.4,68,0,No Failure,Night,0.6742932288020742,-0.12118986913799168,0,3
2025-06-05 04:00:00,3725,M18584,M,302.3,311.2,1507,47.7,70,0,No Failure,Night,0.7490035726213864,3.0273203810422213,0,2
2025-06-05 05:00:00,3726,H33139,H,302.3,311.1,1543,37.5,73,0,No Failure,Night,0.9714522248461577,-0.9749777469611168,0,1
2025-06-05 06:00:00,3727,M18586,M,302.3,311.2,1505,36.7,78,0,No Failure,Night,0.6247233842756891,0.11126127469507241,0,1
2025-06-05 07:00:00,3728,L50907,L,302.3,311.2,1786,24.3,81,0,No Failure,Night,0.6369442112445514,0.22297214816960542,0,3
2025-06-05 08:00:00,3729,L50908,L,302.3,311.3,1457,44.5,83,0,No Failure,Morning,0.6651163956824917,3.3583062730565634,0,2
2025-06-05 09:00:00,3730,M18589,M,302.4,311.3,1312,61.5,85,0,No Failure,Morning,0.8380851336507499,2.6568588841465117,0,1
2025-06-05 10:00:00,3731,M18590,M,302.3,311.2,1405,47.7,88,0,No Failure,Morning,0.660188908402399,2.3439281436421977,0,1
2025-06-05 11:00:00,3732,M18591,M,302.2,311.2,1377,43.0,91,0,No Failure,Morning,0.9872305525802934,0.5193413376236682,0,4
2025-06-05 12:00:00,3733,M18592,M,302.2,311.2,1347,49.8,94,0,No Failure,Morning,0.7786858109034082,3.276178003841775,0,4
2025-06-05 13:00:00,3734,L50913,L,302.2,311.1,1470,39.6,97,0,No Failure,Morning,0.8006071841400666,1.2183520038409712,0,1
2025-06-05 14:00:00,3735,M18594,M,302.2,311.2,1873,24.0,99,0,No Failure,Morning,0.6986634463221626,1.8272633703031222,0,3
2025-06-05 15:00:00,3736,M18595,M,302.2,311.1,1434,58.6,102,0,No Failure,Morning,0.7883841009738934,1.0296953811062068,0,5
2025-06-05 16:00:00,3737,H33150,H,302.2,311.1,1628,30.6,105,0,No Failure,Evening,0.8647654530548046,0.8005334286767485,0,5
2025-06-05 17:00:00,3738,L50917,L,302.2,311.1,1351,48.6,110,0,No Failure,Evening,0.9004708547816171,0.5982213260736207,0,1
2025-06-05 18:00:00,3739,M18598,M,302.3,311.2,1454,43.8,112,0,No Failure,Evening,0.9015472330839652,0.6403600065808377,0,1
2025-06-05 19:00:00,3740,M18599,M,302.2,311.2,1663,29.6,115,0,No Failure,Evening,0.8311564450776353,1.4584916486780788,0,1
2025-06-05 20:00:00,3741,L50920,L,302.3,311.2,1401,49.7,118,0,No Failure,Evening,0.9617439099975429,1.217199798775388,0,3
2025-06-05 21:00:00,3742,L50921,L,302.4,311.3,1503,38.2,120,0,No Failure,Evening,0.9269631389224438,0.8185286297963161,1,4
2025-06-05 22:00:00,3743,L50922,L,302.4,311.4,1564,35.0,122,0,No Failure,Evening,0.9028192458794502,2.3595239926988545,1,1
2025-06-05 23:00:00,3744,L50923,L,302.5,311.4,1759,24.6,124,0,No Failure,Evening,0.6222422086721843,-2.1167530687407305,1,1
2025-06-06 00:00:00,3745,L50924,L,302.5,311.4,1409,53.1,126,0,No Failure,Night,0.6027511848878597,1.359887247921195,1,2
2025-06-06 01:00:00,3746,L50925,L,302.6,311.4,1738,25.8,128,0,No Failure,Night,0.6849789108781892,1.5677387066589792,1,3
2025-06-06 02:00:00,3747,H33160,H,302.5,311.3,1393,47.5,130,0,No Failure,Night,0.8654094375653809,1.9969628682551694,1,1
2025-06-06 03:00:00,3748,L50927,L,302.5,311.1,1499,38.8,135,0,No Failure,Night,0.7644789955530183,0.7851285589466388,1,2
2025-06-06 04:00:00,3749,L50928,L,302.5,311.1,1493,39.0,137,0,No Failure,Night,0.7609625037197247,1.0579200673839575,1,5
2025-06-06 05:00:00,3750,L50929,L,302.4,311.1,1652,33.9,139,0,No Failure,Night,0.9538347552918455,1.8359483833147212,1,1
2025-06-06 06:00:00,3751,L50930,L,302.3,311.1,1589,29.9,141,0,No Failure,Night,0.9582251392527354,2.34116640428018,1,1
2025-06-06 07:00:00,3752,L50931,L,302.4,311.1,1520,42.2,143,0,No Failure,Night,0.9636701056214343,0.5494640148212317,1,2
2025-06-06 08:00:00,3753,H33166,H,302.3,311.1,1455,40.3,145,0,No Failure,Morning,0.7255512306060109,1.1169757831275602,1,3
2025-06-06 09:00:00,3754,L50933,L,302.2,311.0,1463,46.8,150,0,No Failure,Morning,0.8764223250957046,2.5285739643487575,1,1
2025-06-06 10:00:00,3755,L50934,L,302.3,311.0,1442,43.7,152,0,No Failure,Morning,0.7086532725097479,-1.274027075878851,1,5
2025-06-06 11:00:00,3756,L50935,L,302.3,311.0,1329,51.5,154,0,No Failure,Morning,0.6762439332297799,0.1599874001854148,1,1
2025-06-06 12:00:00,3757,L50936,L,302.3,311.1,1546,33.1,156,0,No Failure,Morning,0.6738529829389477,2.315835978602963,1,5
2025-06-06 13:00:00,3758,M18617,M,302.2,311.1,1516,33.7,158,0,No Failure,Morning,0.7368430483454376,1.942537833608303,1,4
2025-06-06 14:00:00,3759,M18618,M,302.2,311.0,1476,47.4,161,0,No Failure,Morning,0.7719830479119287,1.3724452109266942,1,4
2025-06-06 15:00:00,3760,L50939,L,302.3,311.0,1412,47.0,164,0,No Failure,Morning,0.9323796684220274,0.4014031268908798,1,5
2025-06-06 16:00:00,3761,L50940,L,302.3,310.9,1377,46.8,166,1,Heat Dissipation Failure,Evening,0.6479564373890848,-0.03181849898541944,1,3
2025-06-06 17:00:00,3762,M18621,M,302.4,311.0,1490,37.1,168,0,No Failure,Evening,0.8939703389579576,0.2587843807576262,1,1
2025-06-06 18:00:00,3763,M18622,M,302.3,311.0,1526,37.7,171,0,No Failure,Evening,0.8125819656757222,2.3980082208186926,1,1
2025-06-06 19:00:00,3764,L50943,L,302.3,311.0,1428,47.9,174,0,No Failure,Evening,0.715178137070397,0.2215573108446537,1,4
2025-06-06 20:00:00,3765,L50944,L,302.4,311.0,1329,54.6,176,0,No Failure,Evening,0.7971278338131298,0.9514229642396579,1,5
2025-06-06 21:00:00,3766,M18625,M,302.4,311.1,1443,51.8,178,0,No Failure,Evening,0.7199768279108091,0.09629235513825396,1,1
2025-06-06 22:00:00,3767,L50946,L,302.3,311.1,1373,53.0,181,0,No Failure,Evening,0.8384327820953223,1.6927740300990268,1,1
2025-06-06 23:00:00,3768,L50947,L,302.3,311.1,1630,35.6,183,0,No Failure,Evening,0.7735375691420977,0.31127371965355877,1,3
2025-06-07 00:00:00,3769,L50948,L,302.2,311.0,1555,34.2,185,0,No Failure,Night,0.6657622116315515,0.7524061098455858,1,2
2025-06-07 01:00:00,3770,M18629,M,302.2,311.0,1436,47.0,187,0,No Failure,Night,0.6466332298222787,-0.8333821330428256,1,4
2025-06-07 02:00:00,3771,L50950,L,302.3,311.0,1609,31.0,190,0,No Failure,Night,0.8186782728288521,-0.7633682362049398,1,4
2025-06-07 03:00:00,3772,M18631,M,302.3,311.0,1384,49.7,192,0,No Failure,Night,0.9609652133144414,0.8576731933215063,1,2
2025-06-07 04:00:00,3773,L50952,L,302.4,311.1,1448,44.8,195,0,No Failure,Night,0.7375830746230743,-0.4751571551977619,1,1
2025-06-07 05:00:00,3774,M18633,M,302.4,311.1,1887,22.4,197,0,No Failure,Night,0.8932000428890492,2.9550866393345023,1,3
2025-06-07 06:00:00,3775,M18634,M,302.4,311.1,1480,45.7,200,0,No Failure,Night,0.8634645419759068,-1.2115231121122494,1,3
2025-06-07 07:00:00,3776,H33189,H,302.5,311.1,1850,23.3,203,0,No Failure,Night,0.9726219657237924,0.04982470133589589,1,4
2025-06-07 08:00:00,3777,L50956,L,302.5,311.1,1538,36.8,208,0,No Failure,Morning,0.9283924069196563,0.8667008672675504,1,3
2025-06-07 09:00:00,3778,M18637,M,302.4,311.1,1721,30.1,210,0,No Failure,Morning,0.8266421035621851,0.4848670622042155,1,2
2025-06-07 10:00:00,3779,M18638,M,302.4,311.1,1366,54.4,0,0,No Failure,Morning,0.8628121992936428,-0.2541454566639191,0,1
2025-06-07 11:00:00,3780,L50959,L,302.3,311.0,1657,31.1,3,0,No Failure,Morning,0.959354586633614,-0.10792783949526807,0,2
2025-06-07 12:00:00,3781,L50960,L,302.4,311.1,1446,42.9,5,0,No Failure,Morning,0.759807513834774,-0.14065407749923853,0,5
2025-06-07 13:00:00,3782,L50961,L,302.3,310.8,1465,43.8,7,0,No Failure,Morning,0.730717882343111,0.563278305179937,0,4
2025-06-07 14:00:00,3783,L50962,L,302.2,310.8,1827,23.8,9,0,No Failure,Morning,0.6043244334540785,2.8019290895174236,0,3
2025-06-07 15:00:00,3784,H33197,H,302.2,310.8,1397,47.6,11,0,No Failure,Morning,0.9306204296765856,0.9279372965582097,0,5
2025-06-07 16:00:00,3785,L50964,L,302.2,310.8,1744,29.7,16,0,No Failure,Evening,0.920392280161346,2.032900489387524,0,3
2025-06-07 17:00:00,3786,L50965,L,302.3,310.9,1545,36.7,18,0,No Failure,Evening,0.6417818072400605,1.3569763458281416,0,1
2025-06-07 18:00:00,3787,L50966,L,302.3,310.9,1587,36.6,20,0,No Failure,Evening,0.83074295245308,1.9638623979822203,0,1
2025-06-07 19:00:00,3788,L50967,L,302.3,310.8,1377,47.3,22,1,Heat Dissipation Failure,Evening,0.7855926792667549,-1.9499643025935858,0,1
2025-06-07 20:00:00,3789,L50968,L,302.3,310.8,1511,48.1,24,0,No Failure,Evening,0.6474836382036445,0.5455419788517706,0,3
2025-06-07 21:00:00,3790,L50969,L,302.3,310.8,1650,32.4,26,0,No Failure,Evening,0.9922272908242894,2.157135423150714,0,5
2025-06-07 22:00:00,3791,L50970,L,302.3,310.9,1412,48.9,28,0,No Failure,Evening,0.6858783549853422,0.2782641772506663,0,1
2025-06-07 23:00:00,3792,L50971,L,302.3,311.0,1528,43.1,30,0,No Failure,Evening,0.6268936720362245,2.6124731648696122,0,5
2025-06-08 00:00:00,3793,L50972,L,302.3,310.9,1459,35.0,32,0,No Failure,Night,0.8379389518007638,2.3338901537677614,0,3
2025-06-08 01:00:00,3794,L50973,L,302.3,310.9,1379,49.3,34,1,Heat Dissipation Failure,Night,0.895546670853213,0.3808692838725376,0,5
2025-06-08 02:00:00,3795,M18654,M,302.2,310.8,1356,48.3,36,0,No Failure,Night,0.6129773784188748,0.3468364809536433,0,3
2025-06-08 03:00:00,3796,M18655,M,302.1,310.8,1409,41.3,39,0,No Failure,Night,0.8634870554908088,-0.16360584235446873,0,3
2025-06-08 04:00:00,3797,M18656,M,302.1,310.8,1504,37.5,42,0,No Failure,Night,0.8129167503805818,0.22040576813620227,0,4
2025-06-08 05:00:00,3798,L50977,L,302.1,310.8,1622,36.8,45,0,No Failure,Night,0.6413060035500193,-0.38258906416891525,0,3
2025-06-08 06:00:00,3799,L50978,L,302.1,310.8,1786,25.7,47,0,No Failure,Night,0.6690095507785448,1.2788111804330056,0,3
2025-06-08 07:00:00,3800,L50979,L,302.2,310.9,1506,34.0,49,0,No Failure,Night,0.8271897189264322,-0.6060464933464335,0,2
2025-06-08 08:00:00,3801,M18660,M,302.1,310.9,1916,23.1,51,0,No Failure,Morning,0.7185430454053153,1.4537330161902218,0,1
2025-06-08 09:00:00,3802,M18661,M,302.2,310.9,1771,27.6,54,0,No Failure,Morning,0.9753262914605264,1.4780786969002486,0,4
2025-06-08 10:00:00,3803,M18662,M,302.2,310.9,1488,44.2,57,0,No Failure,Morning,0.9274960917936204,-0.8112044051839226,0,4
2025-06-08 11:00:00,3804,L50983,L,302.2,310.9,1531,37.5,60,0,No Failure,Morning,0.9934268826054652,2.3998186063283393,0,4
2025-06-08 12:00:00,3805,L50984,L,302.3,310.9,1529,33.4,62,0,No Failure,Morning,0.7038683355801656,1.3636092944152218,0,2
2025-06-08 13:00:00,3806,M18665,M,302.4,311.0,1580,36.5,64,0,No Failure,Morning,0.9878894531191909,1.599698021444869,0,3
2025-06-08 14:00:00,3807,M18666,M,302.3,310.9,1360,44.0,67,1,Heat Dissipation Failure,Morning,0.7724935479166232,0.0913347984572277,0,1
2025-06-08 15:00:00,3808,M18667,M,302.3,311.0,1546,35.5,70,0,No Failure,Morning,0.7390075181255018,1.4723791184731185,0,5
2025-06-08 16:00:00,3809,M18668,M,302.3,310.9,1762,24.5,73,0,No Failure,Evening,0.6201398107877413,1.9763934497220657,0,3
2025-06-08 17:00:00,3810,L50989,L,302.2,310.8,1350,56.6,76,0,No Failure,Evening,0.6211061031438411,0.7513916009953227,0,2
2025-06-08 18:00:00,3811,M18670,M,302.2,310.8,1562,38.1,78,0,No Failure,Evening,0.8768045023786619,2.851922459248361,0,3
